"","X","workerid","complete_sentence","segment4","condition","seg3","seg4","seg5","seg6","seg7","seg8","seg9","seg10","seg11","seg12"
"123",123,2,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether all could be made gluten free.Mike said that only some of them could.He addedthatthe restwould behard to dothat way.""",""" only some of them """,""" all """,7.24921505711439,6.43294009273918,5.90808293816893,5.99146454710798,6.04500531403601,6.04737217904628,5.8805329864007,5.78996017089725,5.86078622346587,NA
"124",124,2,"""Molly was looking at apartments.She asked the agent Sally whether any would be available next month.Sally said that  only some of them would.She addedthatthe restwould beavailablein August.""",""" only some of them """,""" any """,6.46302945692067,5.88332238848828,6.53378883793334,6.15909538849193,6.0282785202307,6.00635315960173,5.90263333340137,5.78996017089725,5.85793315448346,NA
"125",125,2,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether any had seen the movie yet.Seth said that some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" some of them """,""" any """,6.61204103483309,6.2803958389602,5.83773044716594,5.83773044716594,6.08677472691231,6.34035930372775,6.28226674689601,5.96614673912369,5.99146454710798,6.06842558824411
"126",126,2,"""The clothing store just received a shipment of jeans.Jared asked Erica whether any should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" any """,6.64378973314767,6.47389069635227,6.22059017009974,5.95064255258773,5.8171111599632,5.85793315448346,5.88332238848828,5.83773044716594,5.8636311755981,6.06610809010375
"127",127,2,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether all would run a front-page story.Sally said that some of them would.She addedthatthe restwould berunningother stories.""",""" some of them """,""" all """,6.57646956904822,6.26720054854136,6.17170059741091,6.27852142416584,6.08904487544685,5.88610403145016,5.94803498918065,5.99146454710798,6.08221891037645,NA
"128",128,2,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether all were very competitive in admissions.Ed said that some of them were.He addedthatthe restwould beeasyto get into.""",""" some of them """,""" all """,6.55535689181067,6.2363695902037,6.02586597382531,5.99146454710798,5.92692602597041,5.78689738136671,5.88332238848828,5.79301360838414,6.0282785202307,NA
"129",129,2,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether all would grow into large dogs.Stephen said that only some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" only some of them """,""" all """,6.44730586254121,5.98896141688986,5.78689738136671,5.95064255258773,5.88332238848828,5.88332238848828,6.29710931993394,6.17170059741091,5.85793315448346,NA
"130",130,2,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether all were already at the table.Sarah said that only some of them were.She addedthatthe restwould betherein five minutes.""",""" only some of them """,""" all """,6.3578422665081,5.85793315448346,5.73334127689775,5.76519110278484,6.25382881157547,6.15485809401642,5.79605775076537,5.82600010738045,5.94803498918065,NA
"131",131,2,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether any were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" any """,6.64118216974059,6.26909628370626,5.94542060860658,5.88887795833288,5.81413053182507,5.8348107370626,5.73979291217923,5.83773044716594,5.90536184805457,NA
"132",132,2,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether any would be going out of town.Dr. Johnson said that some of them would.He addedthatthe restwould bearoundall summer.""",""" some of them """,""" any """,6.55677835615804,6.06842558824411,6.04500531403601,5.92425579741453,5.92692602597041,5.88887795833288,5.99146454710798,6.08449941307517,5.92425579741453,NA
"133",133,2,"""The students had prepared for the final presentation.Allie asked Margaret whether all were supposed to present today.Margaret said that some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" some of them """,""" all """,6.56526497003536,6.18826412308259,6.04973345523196,5.96614673912369,5.81413053182507,5.93224518744801,5.94542060860658,5.92157841964382,5.79301360838414,NA
"134",134,2,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether all would go well with fish.Michelle said that some of them would.She addedthatthe restwould betoo sweetfor that.""",""" some of them """,""" all """,6.68336094576627,5.8111409929767,6.11809719804135,5.8406416573734,5.54126354515843,6.20253551718792,5.91079664404053,5.92425579741453,5.81413053182507,NA
"135",135,2,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether all would fit in his car.Andy said that some of them would.He addedthatthe restwould betoo bigfor his car.""",""" some of them """,""" all """,7.0343879299155,6.5424719605068,6.45990445437753,6.12029741895095,5.92692602597041,6.17170059741091,6.36647044773144,5.91079664404053,5.92692602597041,NA
"136",136,2,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether all had to take the test.Mr. Robbins said that some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" some of them """,""" all """,6.43615036836943,5.90263333340137,5.78996017089725,5.76205138278018,5.76519110278484,5.94803498918065,5.50938833662798,6.17170059741091,5.8171111599632,5.71373280550937
"137",137,2,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that only some of them were.He addedthatthe restwould bestayingin a hotel.""",""" only some of them """,""" any """,6.54391184556479,5.73979291217923,5.73657229747919,5.66642668811243,5.66296048013595,5.64897423816121,5.63478960316925,5.71373280550937,5.69035945432406,NA
"138",138,2,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if any had gotten their shots yet.Kim said that some of them had.She addedthatthe restwould begetting themlater.""",""" some of them """,""" any """,6.4723462945009,5.83773044716594,5.68697535633982,5.605802066296,5.63478960316925,5.8111409929767,5.67675380226828,5.69035945432406,5.71042701737487,NA
"139",139,2,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether all would play classic rock hits.John said that only some of them would.He addedthatthe restwould beonlycountry music.""",""" only some of them """,""" all """,6.3818160174061,5.88610403145016,5.69035945432406,5.69035945432406,5.605802066296,5.69035945432406,5.71042701737487,5.66296048013595,5.73979291217923,NA
"140",140,2,"""Bill took out the fancy candles from the drawer.He asked Claire whether any should be lit for dinner.Claire said that some of them should.She addedthatthe restwould beneededlater.""",""" some of them """,""" any """,6.08221891037645,5.68697535633982,5.63835466933375,5.76205138278018,5.71702770140622,5.62762111369064,5.6021188208797,5.68697535633982,5.68357976733868,NA
"141",141,2,"""The soccer players were all training very hard.Eric asked Jack whether any would go to the tournament.Jack said that only some of them would.He addedthatthe restwould bestayingin town.""",""" only some of them """,""" any """,6.38519439899773,5.71373280550937,5.65948221575962,5.57594910314632,5.65948221575962,5.71042701737487,5.63121178182137,5.71373280550937,5.73979291217923,NA
"142",142,2,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether all had high levels of sugar.Carrie said that only some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" only some of them """,""" all """,6.2803958389602,6.04737217904628,5.65948221575962,5.71702770140622,5.65248918026865,5.71373280550937,5.66296048013595,5.71042701737487,5.81413053182507,5.78382518232974
"143",143,4,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether any would grow well in shade.Marilyn said that only some of them would.She addedthatthe restwould bebetter offin full sun.""",""" only some of them """,""" any """,6.64248680136726,6.35437004079735,6.16751649088834,6.53233429222235,6.32793678372919,5.80211837537706,6.23441072571837,5.81413053182507,6.10255859461357,NA
"144",144,4,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether all were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" all """,6.43454651878745,6.26720054854136,5.65948221575962,6.06610809010375,5.81413053182507,6.10479323241498,6.23832462503951,5.98896141688986,5.94803498918065,NA
"145",145,4,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether all could be made gluten free.Mike said that only some of them could.He addedthatthe restwould behard to dothat way.""",""" only some of them """,""" all """,6.4085287910595,5.47227067367148,6.16961073249146,6.06378520868761,5.85793315448346,5.59842195899838,5.8111409929767,6.02102334934953,6.14203740558736,NA
"146",146,4,"""Arthur had set up tables for the garage sale..Sarah asked him whether any would display the nice dishes.Arthur said that some of them would.He addedthatthe restwould betoounstable.""",""" some of them """,""" any """,6.50727771238501,6.16961073249146,5.605802066296,6.16961073249146,5.76205138278018,5.81413053182507,5.65948221575962,5.76519110278484,6.10255859461357,NA
"147",147,4,"""Paul and Deb were trying to decide which gym to go to.Paul asked Deb whether all had discounts for college students.Deb said that some of them did.She addedthatthe restwould beatfull price.""",""" some of them """,""" all """,5.76832099579377,6.20657592672493,5.6021188208797,5.76832099579377,5.59471137960184,5.47646355193151,5.47227067367148,5.71702770140622,5.6021188208797,NA
"148",148,4,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether any were already at the table.Sarah said that only some of them were.She addedthatthe restwould betherein five minutes.""",""" only some of them """,""" any """,5.48063892334199,5.53733426701854,5.47646355193151,5.41164605185504,5.39816270151775,5.54517744447956,5.31811999384422,5.47646355193151,5.40717177146012,NA
"149",149,4,"""Eric was preparing to travel in Italy with his classmates.Eric&quotechars mom asked him whether all had been to Europe before.Eric said that some of them had.He addedthatthe restwould benervous abouttraveling abroad.""",""" some of them """,""" all """,5.47227067367148,5.54126354515843,5.47227067367148,5.40717177146012,5.15905529921453,5.54126354515843,5.40717177146012,5.40717177146012,5.40717177146012,NA
"150",150,4,"""Mrs. Landman was looking at laptops for her grandson.She asked the employee Larry whether all were easy to carry around.Larry said that only some of them were.He addedthatthe restwould bepretty heavyto carryto classes.""",""" only some of them """,""" all """,5.47227067367148,5.6021188208797,5.48479693349065,5.39816270151775,5.39816270151775,5.40717177146012,5.54126354515843,5.33753807970132,5.41164605185504,5.40717177146012
"151",151,4,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether any would play classic rock hits.John said that only some of them would.He addedthatthe restwould beonlycountry music.""",""" only some of them """,""" any """,5.65948221575962,5.6021188208797,5.54126354515843,5.41610040220442,5.48479693349065,5.46383180502561,5.41164605185504,5.41164605185504,5.33753807970132,NA
"152",152,4,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether all would grow into large dogs.Stephen said that some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" some of them """,""" all """,5.99396142730657,5.6021188208797,5.41164605185504,5.48063892334199,5.40717177146012,5.46806014113513,5.40717177146012,6.13772705408623,5.54126354515843,NA
"153",153,4,"""Max and Aaron were getting ready to host prospective students.Max asked Aaron whether all needed rides from the airport.Aaron said that some of them did.He addedthatthe restwould bedrivingthemselves.""",""" some of them """,""" all """,5.60947179518496,5.7037824746562,5.47646355193151,5.6021188208797,5.41610040220442,5.39362754635236,5.48063892334199,5.46806014113513,5.47227067367148,NA
"154",154,4,"""In the store, Sally was unpacking the new shipment of shoes.She asked Tiffany whether any should be marked on sale.Tiffany said that only some of them should.She addedthatthe restwould beatfull price.""",""" only some of them """,""" any """,5.65948221575962,5.54126354515843,5.54126354515843,5.40267738187228,5.47227067367148,5.47646355193151,5.48063892334199,5.40267738187228,5.80814248998044,NA
"155",155,4,"""Terry and his coach Rick were discussing top runners from the area.Terry asked Rick whether all would be at the race.Rick said that some of them would.He addedthatthe restwould berestingfor the championships.""",""" some of them """,""" all """,5.77455154554441,5.46383180502561,5.40717177146012,5.41164605185504,5.40717177146012,5.40267738187228,5.24174701505964,5.54517744447956,5.46383180502561,NA
"156",156,4,"""Susie heard Matthew&quotechars friends at the door.She asked him whether all were going to the movie with him.Matthew said that only some of them were.He addedthatthe restwould betoobusy.""",""" only some of them """,""" all """,6.26909628370626,5.47646355193151,5.54517744447956,5.85793315448346,5.54517744447956,5.65948221575962,5.53338948872752,5.70711026474888,6.68336094576627,NA
"157",157,4,"""Bill took out the fancy candles from the drawer.He asked Claire whether all should be lit for dinner.Claire said that some of them should.She addedthatthe restwould beneededlater.""",""" some of them """,""" all """,5.48893772615669,5.40267738187228,5.47227067367148,5.48063892334199,5.605802066296,5.53338948872752,5.48063892334199,5.605802066296,5.99146454710798,NA
"158",158,4,"""Brian had hired several new people to work at his restaurant.The chef asked him whether all would work in the kitchen.Brian said that some of them would.He addedthatthe restwould beserversin the dining room.""",""" some of them """,""" all """,5.65248918026865,5.6021188208797,5.54126354515843,5.47646355193151,5.81413053182507,5.6021188208797,5.65599181081985,6.16961073249146,6.13772705408623,NA
"159",159,4,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether any had to take the test.Mr. Robbins said that only some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" only some of them """,""" any """,5.85507192220243,6.06842558824411,5.48063892334199,5.54126354515843,5.6021188208797,5.54126354515843,5.54126354515843,5.98645200528444,5.6021188208797,6.20657592672493
"160",160,4,"""Darren knew his relatives would come for his birthday.Darren asked his mother, Sally, whether all would be giving him clothes.Sally said that only some of them would.She addedthatthe restwould besending himelectronics.""",""" only some of them """,""" all """,6.53378883793334,5.64897423816121,5.6021188208797,5.53733426701854,5.54517744447956,5.47646355193151,5.40717177146012,5.81413053182507,5.94803498918065,NA
"161",161,4,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether any had seen the movie yet.Seth said that only some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" only some of them """,""" any """,6.17170059741091,5.54517744447956,5.52942908751142,5.48063892334199,5.40717177146012,5.54126354515843,5.48063892334199,5.46383180502561,5.47227067367148,5.91079664404053
"162",162,4,"""The students had prepared for the final presentation.Allie asked Margaret whether any were supposed to present today.Margaret said that only some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" only some of them """,""" any """,5.54126354515843,5.6021188208797,5.25227342804663,5.26785815906333,5.23644196282995,5.25227342804663,5.53733426701854,5.33271879326537,5.24702407216049,NA
"163",163,4,"""Lana was watching episodes of her favorite sitcom on her day off.Ashley asked her whether any lasted less than an hour..Lana said that only some of them did.She addedthatthe restwould betoo rushedthat way.""",""" only some of them """,""" any """,6.03068526026126,5.40717177146012,5.25227342804663,5.47646355193151,5.32787616878958,5.41610040220442,5.33753807970132,5.98393628068719,NA,NA
"164",164,4,"""The rock band was choosing cities to visit on their next tour.They asked their manager Mary whether any would have good venues available.Mary said that only some of them would.She added thatthe restwould bebookedduring the tour.""",""" only some of them """,""" any """,5.48063892334199,5.54126354515843,5.54517744447956,5.47646355193151,5.66296048013595,5.71702770140622,5.54517744447956,6.26909628370626,5.90536184805457,NA
"165",165,4,"""The soccer players were all training very hard.Eric asked Jack whether all would go to the tournament.Jack said that only some of them would.He addedthatthe restwould bestayingin town.""",""" only some of them """,""" all """,5.71702770140622,5.605802066296,5.54126354515843,5.605802066296,5.99146454710798,5.71373280550937,5.71373280550937,5.65948221575962,6.23832462503951,NA
"166",166,4,"""Abby was taking her mom to meet her roommates.Her mom asked Abby whether all would be home right now.Abby said that some of them would.She addedthatthe restwould beat workor in class.""",""" some of them """,""" all """,5.86078622346587,5.54517744447956,5.40267738187228,5.47646355193151,5.47227067367148,5.40717177146012,5.47646355193151,5.54126354515843,5.81413053182507,NA
"167",167,4,"""Jenna and Alex were making cupcakes.Jenna asked Alex whether all were ready to be frosted.Alex said that only some of them were.He addedthatthe restwould bereadysoon.""",""" only some of them """,""" all """,5.54126354515843,5.48063892334199,5.32787616878958,5.41610040220442,5.40717177146012,5.40267738187228,5.40717177146012,5.41164605185504,5.40267738187228,NA
"168",168,4,"""Quinn and Chase were thinking about going to one of the season&quotechars ball games.Quinn asked Chase whether all were scheduled for the afternoon.Chase said that some of them were.He addedthatthe restwould beplayedat night.""",""" some of them """,""" all """,6.13772705408623,5.54126354515843,5.64897423816121,5.54126354515843,5.54517744447956,5.53733426701854,5.40717177146012,5.48063892334199,5.40267738187228,NA
"169",169,4,"""The clothing store just received a shipment of jeans.Jared asked Erica whether any should be displayed out front.Erica said that  only some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" only some of them """,""" any """,5.65599181081985,5.54126354515843,5.54126354515843,5.54126354515843,5.48063892334199,5.47227067367148,5.47646355193151,5.47646355193151,5.48063892334199,5.605802066296
"170",170,4,"""Andrea was looking at computers in the store.She asked the clerk Tom whether all came with webcams built in.Tom said that only some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" only some of them """,""" all """,5.86078622346587,5.54126354515843,5.47646355193151,5.40717177146012,5.48063892334199,5.47646355193151,5.47646355193151,5.24702407216049,5.47227067367148,NA
"171",171,4,"""Dr. Jones was scheduling end-of-semester meetings.The secretary asked him whether any would be in the afternoon.Dr. Jones said that only some of them would.He addedthatthe restwould beearlyin the morning.""",""" only some of them """,""" any """,5.86078622346587,5.53733426701854,5.48063892334199,5.47227067367148,5.53733426701854,5.53733426701854,5.40717177146012,5.54907608489522,6.06378520868761,NA
"172",172,4,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether all were very competitive in admissions.Ed said that only some of them were.He addedthatthe restwould beeasyto get into.""",""" only some of them """,""" all """,5.6021188208797,5.47646355193151,5.59842195899838,5.40717177146012,5.54517744447956,5.47646355193151,5.46806014113513,5.47646355193151,5.41164605185504,NA
"173",173,4,"""Jim and Breanna were thinking of inviting their classmates to the movie theater.Jim asked Breanna whether any were interested in artsy movies.Breanna said that only some of them were.She addedthatthe restwould  beboredat those movies.""",""" only some of them """,""" any """,5.71373280550937,5.8636311755981,5.53733426701854,5.6021188208797,5.54126354515843,5.54126354515843,5.54126354515843,5.8636311755981,6.16961073249146,NA
"174",174,4,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether all would fit in his car.Andy said that some of them would.He addedthatthe restwould betoo bigfor his car.""",""" some of them """,""" all """,5.48479693349065,5.47227067367148,5.47227067367148,5.33271879326537,5.33271879326537,5.41610040220442,5.33271879326537,5.39816270151775,5.25227342804663,NA
"175",175,4,"""Donna and Martha were discussing the rooms of the new house.Donna asked Martha whether all would need to be wallpapered.Martha said that only some of them would.She addedthatthe restwould bepaintedinstead.""",""" only some of them """,""" all """,5.40267738187228,5.47646355193151,5.25749537202778,5.41164605185504,5.25749537202778,5.40717177146012,5.33271879326537,5.33753807970132,5.26269018890489,NA
"176",176,4,"""The zookeeper was going to do a routine check-up on the lions.He asked Robbie whether all had been fed that morning.Robbie said that some of them had.He addedthatthe restwould befedin the afternoon.""",""" some of them """,""" all """,5.40717177146012,5.40717177146012,5.41164605185504,5.33271879326537,5.34233425196481,5.31320597904179,5.40717177146012,5.32787616878958,5.34233425196481,NA
"177",177,4,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if any had gotten their shots yet.Kim said that some of them had.She addedthatthe restwould begetting themlater.""",""" some of them """,""" any """,5.66296048013595,5.59842195899838,5.52942908751142,5.59842195899838,5.25749537202778,5.47227067367148,5.33271879326537,5.32300997913841,6.0282785202307,NA
"178",178,4,"""Carrie and Tim were comparing venues for their upcoming wedding.Carrie asked Tim whether all would accommodate so many guests.Tim said that only some of them would.He addedthatthe restwould becrowdedwiththat many people.""",""" only some of them """,""" all """,5.47646355193151,5.47227067367148,5.41164605185504,5.40267738187228,5.33753807970132,5.06890420222023,5.40267738187228,5.41164605185504,5.24702407216049,5.32787616878958
"179",179,4,"""Tracy and Mark were trying to choose a restaurant downtown for their rehearsal dinner.Mark asked Tracy whether all were open on the weekends.Tracy said that only some of them were.She addedthatthe restwould beclosedat that time.""",""" only some of them """,""" all """,5.48063892334199,5.64544689764324,5.40267738187228,5.48893772615669,5.39816270151775,5.33271879326537,5.40267738187228,5.25749537202778,5.25749537202778,NA
"180",180,4,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that only some of them were.He addedthatthe restwould bestayingin a hotel.""",""" only some of them """,""" any """,5.47227067367148,5.40267738187228,5.33753807970132,5.47646355193151,5.41164605185504,5.39362754635236,5.41164605185504,5.41164605185504,5.41164605185504,NA
"181",181,4,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether any needed to get a tune-up.Brian said that only some of them did.He addedthatthe restwould befineforanother few months.""",""" only some of them """,""" any """,5.47646355193151,5.41164605185504,5.48063892334199,5.47646355193151,5.40717177146012,5.33753807970132,5.33753807970132,5.53338948872752,5.47646355193151,5.54517744447956
"182",182,4,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether any would run a front-page story.Sally said that some of them would.She addedthatthe restwould berunningother stories.""",""" some of them """,""" any """,5.47646355193151,5.34710753071747,5.32300997913841,5.40717177146012,5.48063892334199,5.32787616878958,5.34233425196481,5.33271879326537,5.41164605185504,NA
"183",183,4,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether all could go outside for recess.Mrs. Brady said that some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" some of them """,""" all """,5.47646355193151,5.40717177146012,5.33271879326537,5.40267738187228,5.47227067367148,5.32787616878958,5.46383180502561,5.33753807970132,5.25227342804663,5.54517744447956
"184",184,4,"""David and Brandon were looking at upcoming video games in the magazine.David asked Brandon whether any would have a multiplayer mode.Brandon said that some of them would.He addedthatthe restwould besingle playeronly.""",""" some of them """,""" any """,5.32787616878958,5.47646355193151,5.40717177146012,5.40717177146012,5.32787616878958,5.40717177146012,5.40717177146012,5.40717177146012,5.33271879326537,NA
"185",185,4,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether all would be going out of town.Dr. Johnson said that some of them would.He addedthatthe restwould bearoundall summer.""",""" some of them """,""" all """,5.47227067367148,5.54517744447956,5.47227067367148,5.65599181081985,5.52942908751142,6.0282785202307,5.48063892334199,5.40717177146012,5.47646355193151,NA
"186",186,4,"""Jason and Perry were ordering computers for the new lab.Perry asked Jason whether all would have an Internet connection.Jason said that some of them would.He addedthatthe restwould befor offline workonly.""",""" some of them """,""" all """,5.33271879326537,5.40267738187228,5.40267738187228,5.33271879326537,5.41164605185504,5.40717177146012,5.33271879326537,5.33271879326537,5.25227342804663,NA
"187",187,4,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether any had high levels of sugar.Carrie said that only some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" only some of them """,""" any """,5.33753807970132,5.25227342804663,5.33753807970132,5.16478597392351,5.33271879326537,5.25227342804663,5.31320597904179,5.23644196282995,5.24702407216049,5.90808293816893
"188",188,4,"""Kurt and Brooke were thinking of selling their movies at a yard sale.Brooke asked Kurt whether any were all right to sell.Kurt said that some of them were.He addedthatthe restwould beinappropriatefor kids.""",""" some of them """,""" any """,5.40717177146012,5.25227342804663,5.33271879326537,5.16478597392351,5.24702407216049,5.25227342804663,5.25749537202778,5.32300997913841,5.33271879326537,NA
"189",189,4,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether all would go well with fish.Michelle said that only some of them would.She addedthatthe restwould betoo sweetfor that.""",""" only some of them """,""" all """,5.25749537202778,5.33271879326537,5.33753807970132,5.25227342804663,5.25749537202778,5.16478597392351,5.25227342804663,5.17048399503815,5.25749537202778,NA
"190",190,4,"""Molly was looking at apartments.She asked the agent Sally whether all would be available next month.Sally said that  some of them would.She addedthatthe restwould beavailablein August.""",""" some of them """,""" all """,5.33271879326537,5.16478597392351,5.25227342804663,5.25227342804663,5.32787616878958,5.25227342804663,5.17048399503815,5.25227342804663,5.25749537202778,NA
"191",191,5,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether all would go well with fish.Michelle said that only some of them would.She addedthatthe restwould betoo sweetfor that.""",""" only some of them """,""" all """,6.65286302935335,6.5792512120101,6.24416690066374,6.18001665365257,6.24027584517077,6.17170059741091,6.07764224334903,6.12468339089421,6.0591231955818,NA
"192",192,5,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether any could go outside for recess.Mrs. Brady said that only some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" only some of them """,""" any """,6.65286302935335,6.28226674689601,6.18826412308259,6.09807428216624,6.13556489108174,6.10255859461357,6.11809719804135,6.20455776256869,6.29894924685594,6.11368217983223
"193",193,5,"""Paul and Deb were trying to decide which gym to go to.Paul asked Deb whether any had discounts for college students.Deb said that some of them did.She addedthatthe restwould beatfull price.""",""" some of them """,""" any """,6.4723462945009,6.11809719804135,6.10031895202006,6.17378610390194,6.11809719804135,6.11809719804135,6.06610809010375,6.26530121273771,6.1527326947041,NA
"194",194,5,"""The clothing store just received a shipment of jeans.Jared asked Erica whether all should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" all """,6.61338421837956,6.35262939631957,6.10255859461357,6.36647044773144,6.06378520868761,6.02586597382531,6.10255859461357,6.08221891037645,6.06378520868761,6.11809719804135
"195",195,5,"""Eric was preparing to travel in Italy with his classmates.Eric&quotechars mom asked him whether any had been to Europe before.Eric said that some of them had.He addedthatthe restwould benervous abouttraveling abroad.""",""" some of them """,""" any """,6.51619307604296,6.17586727010576,5.97126183979046,5.98896141688986,6.0282785202307,5.94803498918065,6.06610809010375,6.0282785202307,6.16120732169508,NA
"196",196,5,"""The students had prepared for the final presentation.Allie asked Margaret whether all were supposed to present today.Margaret said that some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" some of them """,""" all """,6.44571981938558,6.17378610390194,6.06610809010375,5.78996017089725,5.76519110278484,5.8805329864007,5.96870755998537,5.71373280550937,5.94803498918065,NA
"197",197,5,"""Molly was looking at apartments.She asked the agent Sally whether any would be available next month.Sally said that  some of them would.She addedthatthe restwould beavailablein August.""",""" some of them """,""" any """,6.34035930372775,6.00388706710654,5.88332238848828,5.94803498918065,5.85507192220243,5.89164421182577,5.77765232322266,5.66296048013595,5.8805329864007,NA
"198",198,5,"""Brian had hired several new people to work at his restaurant.The chef asked him whether any would work in the kitchen.Brian said that only some of them would.He addedthatthe restwould beserversin the dining room.""",""" only some of them """,""" any """,6.44413125670044,5.90536184805457,5.72358510195238,5.6970934865054,5.86078622346587,5.86078622346587,5.96870755998537,5.98896141688986,6.31173480915291,NA
"199",199,5,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether any would be going out of town.Dr. Johnson said that some of them would.He addedthatthe restwould bearoundall summer.""",""" some of them """,""" any """,6.54534966033442,5.9427993751267,5.71373280550937,5.63121178182137,5.44241771052179,5.47646355193151,5.44241771052179,5.44241771052179,5.50938833662798,NA
"200",200,5,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether all would grow well in shade.Marilyn said that only some of them would.She addedthatthe restwould bebetter offin full sun.""",""" only some of them """,""" all """,6.38350663488401,6.15485809401642,6.15485809401642,6.17170059741091,6.13772705408623,6.22059017009974,6.06378520868761,5.94803498918065,6.22059017009974,NA
"201",201,5,"""Andrea was looking at computers in the store.She asked the clerk Tom whether any came with webcams built in.Tom said that only some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" only some of them """,""" any """,6.51619307604296,6.08449941307517,6.11809719804135,6.63331843328038,NA,6.04973345523196,NA,6.26720054854136,6.06610809010375,NA
"202",202,5,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that only some of them were.He addedthatthe restwould bestayingin a hotel.""",""" only some of them """,""" any """,6.3261494731551,6.00635315960173,5.92692602597041,5.96870755998537,5.97126183979046,5.81413053182507,5.90536184805457,5.94803498918065,6.04737217904628,NA
"203",203,5,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether any needed to get a tune-up.Brian said that only some of them did.He addedthatthe restwould befineforanother few months.""",""" only some of them """,""" any """,6.48463523563525,6.06610809010375,6.06378520868761,6.15485809401642,6.10255859461357,6.68336094576627,6.58892647753352,6.04737217904628,6.2363695902037,5.90536184805457
